	Unnamed: 0	cote	article_id	article_titre	revue_annee	page	article_description	article_section
136	14521	90156x1900x74	AMN-1900-144	Variétés. / A propos de l'évolution du paludisme	1900	144		article
137	14524	90156x1900x74	AMN-1900-161	Rapport médical sur la mission marchand de Loango à Djibouti, par Fachoda (1896-1899). Par le Dr J. Émily,	1900	161	 (Suite.)	article
138	14527	90156x1900x74	AMN-1900-180	De la névrité radiographique, par le Dr A. Valence	1900	180	 / Étiologie	article
139	14547	90156x1900x74	AMN-1900-267	Traitement de la fièvre jaune. Par le Dr Just Touatre	1900	267		article
140	14560	90156x1900x74	AMN-1900-295	La fièvre ondulante (fièvre de malte), par le capitaine M. Louis Hughes,	1900	295	 Traduit de l'anglais. Par le Dr H. Gros,... / Définition. / Distribution géographique. / Étiologie	article
141	14570	90156x1900x74	AMN-1900-321	Rapport d'inspection générale sur le 2e bataillon du 8e régiment d'infanterie de marine. Stationné en Crète (1899). Par le Dr Barthélémy	1900	321	 / Cantonnement des troupes. / A 5e compagnie	article
142	14586	90156x1900x74	AMN-1900-341	L'enquête du Dr Mense sur la fièvre bilieuse hématurique, par le Dr H. Gros	1900	341	 / I. - Dr Mense. Fièvre bilieuse hématurique dans la Méditerranée. / Italie	article
143	14604	90156x1900x74	AMN-1900-370	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. Fixation de la ration dans ses diverses conditions, par le Dr E. Maurel,	1900	370	 Avant-propos. I. Première constatation de la différence des dépenses de notre organisme sous les divers climats. (Observations faites à la Guyane de 1875 à 1878.)	article
155	14618	90156x1900x74	AMN-1900-401	Notes sur la stérilisation de l'eau alimentaire à l'école navale (appareil de MM. Rouart, Geneste et Hercher), par le Dr L'Herminier	1900	401	 / Introduction	article
156	14625	90156x1900x74	AMN-1900-429	Un cas de maladie de parkinson. Essai Étiologique et pathogénique (hôpital maritime de Rochefort), par le Dr Titi	1900	429	 / Observation	article
157	14629	90156x1900x74	AMN-1900-449	Note sur l'occupation de Kouang-Tchéou-Wan, par le Dr Recoules	1900	449	 / 1° Paludisme	article
158	14635	90156x1900x74	AMN-1900-469	Sur le microbe de la peste. Distinction du bacille de Yersin et de Kitasato. - Erreur des recherches de Kitasato. - Spécificité du bacille de Yersin. - Opinion de Kitasato sur la spécificité du bacille de Yersin. - Similitude du bacille de Kitasato avec le pneumocoque. Par le Dr Tatsusaburo Yabé,	1900	469		article
159	14640	90156x1901x75	AMN-1901-5	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions. Par le Dr E. Maurel, 	1901	5	 (Suite.). / VII. Recherches relatives à l'influence des saisons sur les dépenses de l'organisme (1886 à 1890). / Expériences faites sur les animaux	article
160	14653	90156x1901x75	AMN-1901-28	Abcès du foie et cholerrhagie, par le Dr Lesueur-Florent, 	1901	28	 / Observation I	article
161	14656	90156x1901x75	AMN-1901-50	Notes médicales recueillies pendant une campagne dans l'Océan Pacifique, par le Dr Gauran, 	1901	50	 / Coffres à médicaments	article
162	14658	90156x1901x75	AMN-1901-58	Mobilier chirurgical, par le Dr Lassabatie, 	1901	58	 / Étude sur la statistique médicale des différentes puissances maritimes, par le Dr J.-A. Portengen, ..	article
163	14659	90156x1901x75	AMN-1901-60	Étude sur la statistique médicale des différentes puissances maritimes, par le Dr J.-A. Portengen, 	1901	60	 / A. Dans la marine anglaise. / B. Dans la marine japonaise	article
164	14665	90156x1901x75	AMN-1901-69	"Variétés. / Assistance aux pêcheurs de Terre-Neuve. Campagne du navire-hôpital des oeuvres de mer, le ""Saint-Pierre"" en 1900"	1901	69		article
165	14669	90156x1901x75	AMN-1901-81	Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions, par le Dr E. Maurel, 	1901	81	 (Fin.)	article
166	14684	90156x1901x75	AMN-1901-122	La peste à Smyrne en 1900, par le Dr Torel, 	1901	122	 / Caractère de l'épidémie	article
167	14688	90156x1901x75	AMN-1901-130	Notes médicales recueillies pendant une campagne dans la Manche et la mer du Nord (1900), par le Dr Aurégan, 	1901	130	 / I. Les pêcheurs	article
168	14690	90156x1901x75	AMN-1901-140	Kéloïde fibromatode du lobule de l'oreille dans la race nègre, par le Dr le Dantec, 	1901	140	, et le Dr Boyé, ... / Observation clinique	article
169	14695	90156x1901x75	AMN-1901-150	Variétés. Statistique médicale de la marine de guerre Austro-Hongroise pour les années 1898 et 1899. Traduction de l'analyse du Dr Okuniewski, 	1901	150	 / Rapport de la commission royale sur les hôpitaux de l'Afrique du Sud. (D'après The Lancet, du 2 février 1901.)	Statistique médicale
170	14696	90156x1901x75	AMN-1901-152	Variétés. Rapport de la commission royale sur les hôpitaux de l'Afrique du Sud. (D'après The Lancet, du 2 février 1901.). [Dr Bonnafy]. / La Croix Rouge en Chine	1901	152		article
171	14700	90156x1901x75	AMN-1901-161	Postes de combat des blessés et passages des blessés, par le Dr Léo, 	1901	161		article
172	14717	90156x1901x75	AMN-1901-216	Note sur la fièvre rémittente climatique à la défense mobile de Bizerte, par le Dr Valmyre, 	1901	216	 / Du côté de l'appareil digestif	article
173	14720	90156x1901x75	AMN-1901-226	Observation sur une contusion du thorax avec déchirures pulmonaires et rupture des artères pulmonaires à la suite d'une explosion de cartouche de dynamite. Par le Dr Paucot, 	1901	226		article
174	14724	90156x1901x75	AMN-1901-241	Rapport médico-chirurgical sur le service de santé pendant les opérations militaires dans le petchili (Juin-Août 1900). Par le Dr Mercié, 	1901	241		article
175	14729	90156x1901x75	AMN-1901-273	Les trypanosomes et leur rôle pathogène. Leçon faite par M. Mesnil, à l'Institut Pasteur, et recueillie par M. le docteur P. Gazeau, 	1901	273	 / I. Historique. / Trypanosomes des vertébrés inférieurs (truite, grenouille), genre Trypanosoma. - Trypanosomes des vertébrés supérieurs (rat, etc.), genre Herpetomonas. - Trypanosomes pathogènes : Surra de l'Inde (Evans, 1880). - Nagana ou maladie de la mouche Tsé-Tsé de l'Afrique australe (Bruce, 1894). - Dourine (Rouget, 1896). - Trypanosomes de l'estomac des insectes	article
176	14736	90156x1901x75	AMN-1901-307	Note d'ethnographie sur Quang-Tchéou-Wan, par le Dr Vialet, 	1901	307	 / Climat. - Pathologie	article
177	14738	90156x1901x75	AMN-1901-313	Éducation spéciale des médecins de la marine anglaise, par le Dr Portengen, 	1901	313		article
178	14740	90156x1901x75	AMN-1901-321	Service de santé de la division navale de Cochinchine, par le Dr Reboul, 	1901	321	 / I. Organisation générale du service de santé. - Personnel. - Matériel. - Pharmacie centrale. - Infirmerie centrale. - Mobilisation	article
179	14763	90156x1901x75	AMN-1901-368	Note sur quelques modifications apportées à l'examen de la vision dans la marine, par le Dr Salanoue-Ipin, 	1901	368	 / Les résultats de la variolisation, par le Dr H. Gros, ..	article
180	14764	90156x1901x75	AMN-1901-375	Les résultats de la variolisation, par le Dr H. Gros, 	1901	375	 / 1. Varioles discrètes. / 2. Varioles localisées aux avant-bras et aux mains. / 3. Ulcères echtymateux à distance. / 4. Abcès à distance. / 5. Accidents survenus au point d'inoculation	article
181	14767	90156x1901x75	AMN-1901-380	Variétés. Statistique de la marine Néerlandaise pour 1899. [Dr Gros]. / Rapport statistique sur la marine impériale allemande du 1er Avril 1897 au 31 Mars 1899, publié par la direction du service de santé du ministère de la marine	1901	380		article
182	14770	90156x1901x75	AMN-1901-401	Mission hydrographique de l'aviso-transport la Rance à Madagascar (1899-1900), par le Dr Joly, 	1901	401	 / I. Navire	article
183	14807	90156x1901x75	AMN-1901-464	À propos de l'yerba maté, par le Dr Dedet, 	1901	464	 / Lithiase oxalique	article
184	14818	90156x1901x76	AMN-1901-5	Quelques considérations sur la nature de la fièvre climatique à propos de cas observé à bord, par le Dr Chastang, 	1901	5		article
185	14819	90156x1901x76	AMN-1901-20	Alcoolisme. Par le Dr Drago, 	1901	20		article
186	14821	90156x1901x76	AMN-1901-35	Plaie pénétrante de la poitrine par balle de revolver, par le Dr Machenaud, 	1901	35	 / Campo-périmètre, par le Dr Piton, ..	article
187	14822	90156x1901x76	AMN-1901-36	Campo-périmètre, par le Dr Piton, 	1901	36	 / Campimètre. / Principe du campimètre	article
188	14828	90156x1901x76	AMN-1901-50	Variétés. / Concours sur l'organisation des secours aux victimes des guerres maritimes. [Dr Vincent.]. / Distribution géographique des maladies chirurgicales (Journal of tropical medicine du 15 Mai 1901)	1901	50		article
189	14847	90156x1901x76	AMN-1901-81	De l'origine des promotions sorties de l'école navale, de 1884 à 1900, par le Dr Gazeau, 	1901	81		article
190	14849	90156x1901x76	AMN-1901-114	Rapport sur l'épidémie de peste à Port-Saïd (Avril-Juillet 1900), par le Dr A. Arbaud, 	1901	114	 / 1° Les charbonniers. / 2° Les chauffeurs. / 3° Les marchands ambulants	article
191	14851	90156x1901x76	AMN-1901-118	Considérations sur l'hygiène des équipages, par le Dr Ortal, 	1901	118	 / I. Un sanatorium de la marine. / 1°. / 2° De créer un sanatorium des invalides de la marine	article
192	14857	90156x1901x76	AMN-1901-130	Sur la diarrhée expérimentale de suralimentation, par le Dr Maurel, 	1901	130		article
193	14866	90156x1901x76	AMN-1901-146	Variétés. British medical association (Assemblée annuelle tenue à Portsmouth en Août 1899. Section des maladies tropicales.). [Dr Gros.]. / La fièvre jaune et les moustiques. (Mesures prophylactiques prises à Cuba.)	1901	146		article
194	14872	90156x1901x76	AMN-1901-161	Une colonne en casamance (Mars-Mai 1901), par le Dr Palasne de Champeaux, 	1901	161		article
195	14894	90156x1901x76	AMN-1901-195	Du rôle de la suralimentation dans la production des diarrhées de la saison chaude et des pays chauds, par M. E. Maurel, 	1901	195		article
196	14900	90156x1901x76	AMN-1901-225	Le navire-hôpital Américain le relief, par le Dr Bellot, 	1901	225	 / Note sur un cas de corps étranger de l'oesophase, par le Dr Baret, ..	article
199	14903	90156x1901x76	AMN-1901-232	Variétés. Statistique de la marine Japonaise pour 1897. [Dr H. Gros.]	1901	232		article
200	14904	90156x1901x76	AMN-1901-233	Variétés. Sur la présence endémique en Allemagne de l'hémoglobinurie du boeuf (Fièvre du Texas), par M. le Dr H. Ziemann, 	1901	233	 [Traduit par le Dr Billet.]. / Paquet individuel de pansement	article
201	14907	90156x1901x76	AMN-1901-241	L'acuité visuelle des officiers de la marine de guerre et de la marine marchande. / Nouveau procédé pour la mesurer : 1° Amétropomètre. - 2° Disque optométrique. Par le Dr Le Méhauté, 	1901	241	 / École navale. Instruction pour l'admission à l'école navale en 1901. (Du 12 juillet 1900.) Visite médicale	article
202	14933	90156x1901x76	AMN-1901-295	Du chauffage à bord, par le Dr Drago, 	1901	295	 / Notes cliniques recueillies à bord de l'iphigénie, par le Dr Gazeau, ... / I. Insolation	article
203	14934	90156x1901x76	AMN-1901-300	Notes cliniques recueillies à bord de l'iphigénie, par le Dr Gazeau, 	1901	300	 I. Insolation. / II. Empoisonnement par des graines de Pignon d'Inde	article
204	14935	90156x1901x76	AMN-1901-302	Traitement des accès de fièvre bilieuse hémoglobinurique par des injections de chlorure de sodium, par le Dr Paucot, 	1901	302		article
205	14942	90156x1901x76	AMN-1901-311	Désinfection des caisses à eau par le flambage, par le Dr Lasserre, 	1901	311		article
206	14945	90156x1901x76	AMN-1901-321	Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des déserts	1901	321	 / Composition de l'escadre du nord	article
207	14951	90156x1901x76	AMN-1901-336	L'assistance médicale en Algérie, par le Dr H. Gros, 	1901	336	 / I. L'assistance médicale dans les colonies Européennes	article
208	14972	90156x1901x76	AMN-1901-370	Variétés. Statistiques de l'armée des Indes Néerlandaises pour 1898 et 1899. [Dr H. Gros.]. / Pansements tout préparés pour le service de l'avant	1901	370		article
209	14973	90156x1901x76	AMN-1901-372	Variétés. Pansements tout préparés pour le service de l'avant. / Secours des blessés pendant le combat dans la marine Anglaise	1901	372		article
210	14974	90156x1901x76	AMN-1901-373	Variétés. Secours des blessés pendant le combat dans la marine Anglaise.	1901	373	I. Traitement des blessés dans les combats sur mer. Par le médecin d'escadre Gilbert Kirker	article
214	14980	90156x1901x76	AMN-1901-401	Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des Déserts, 	1901	401	 (Suite.). / Matériel d'hôpital	article
215	14988	90156x1901x76	AMN-1901-420	Notes sur le service de santé à bord, par le Dr Léo, 	1901	420	 / I. Poste et passages des blessés à bord du cuirassé d'escadre le suffren	article
216	14995	90156x1901x76	AMN-1901-434	Une visite aux différentes formations sanitaires installées à Pékin, par le Dr Machenaud, 	1901	434	 (Corps expéditionnaire 1900-1901). / I. Visite à l'hôpital Américain	article
217	15000	90156x1901x76	AMN-1901-452	Notes thérapeutiques, par le Dr H. Gros, 	1901	452	 (Algérie). / I. Les eaux de Châtel-Guyon dans la thérapeutique des maladies tropicales	article
218	15017	90156x1902x77	AMN-1902-5	Hygiène des bâtiments et des équipages de l'escadre du Nord, par le Dr Danguy des Déserts, 	1902	5	 (Fin.)	article
219	15029	90156x1902x77	AMN-1902-23	Notes sur les navires-hôpitaux allemands et russes pendant la campagne de Chine, par le Dr Bellet, 	1902	23	 / I. Navires-hôpitaux allemands. / 1. Wittekind	article
220	15035	90156x1902x77	AMN-1902-36	Médecine et chirurgie indigènes au Tonkin, par le Dr Vialet, 	1902	36	 I. Médecine. / a. - Règne minéral	article
221	15039	90156x1902x77	AMN-1902-56	Comment on naît à Madagascar, par le Dr Joly, 	1902	56		article
222	15041	90156x1902x77	AMN-1902-64	Un cas de paralysie spinale syphilitique d'Erb, par le Dr Abbatucci, 	1902	64	 / Antécédents	article
223	15044	90156x1902x77	AMN-1902-72	Variétés. / Service médical dans les colonies de la couronne et les protectorats en Angleterre. Traduit de l'anglais. (The Journal of tropical medicine, 2 décembre 1901, p. 400)	1902	72		article
224	15046	90156x1902x77	AMN-1902-81	Pêcheurs de Terre-Neuve en 1901. Par M. le Dr Glérant, 	1902	81		article
225	15059	90156x1902x77	AMN-1902-106	Contribution à la géographie médicale du territoire contesté franco-brésilien, par le Dr Mathis, 	1902	106	 / Zone des terres basses. / Zone des terres hautes	article
226	15070	90156x1902x77	AMN-1902-129	Notes sur quelques cas d'une fièvre « indéterminée » observée sur les côtes de Chine, par le Dr Rousseau, 	1902	129		article
227	15071	90156x1902x77	AMN-1902-133	Variétés. / Service de santé en campagne	1902	133		article
228	15086	90156x1902x77	AMN-1902-161	Rapport médical sur le corps expéditionnaire de Chine (1900-1901), par MM. Jacquemin, 	1902	161	 et Bouras..	article
229	15134	90156x1902x77	AMN-1902-227	Variétés. / Le projet d'augmentation de la flotte allemande et le corps de santé de la marine	1902	227		article
230	15181	90156x1902x77	AMN-1902-321	Le croiseur-école d'application le Duguay-Trouin, par le Dr Jan, 	1902	321	 Avant-propos	article
231	15205	90156x1902x77	AMN-1902-379	Contribution à l'hygiène navale. Utilisation de la vapeur d'eau pour la chasse des produits ocreux dans les caisses et dans le tuyautage à eau distillée, par le Dr Guézennec, 	1902	379	 / Conclusions	article
232	15207	90156x1902x77	AMN-1902-381	Sur un cas d'Escarres consécutives à un traumatisme de la colonne vertébrale, par le Dr Laurent, 	1902	381	 / Historique de la maladie	article
233	15210	90156x1902x77	AMN-1902-388	Variétés. Le paludisme dans la campagne romaine. [Bavayi.]. / xive congrès international de médecine qui se tiendra à Madrid, 23-30 avril 1903	1902	388		article
234	15253	90156x1902x77	AMN-1902-451	Notes médicales sur le poste de Moncay (Tonkin), par le Dr Abbatucci, 	1902	451	 Considérations générales. Géographie. / Climat. / Eau. / Garnison. / Infirmerie de garnison. / Médecin	article
235	15261	90156x1902x77	AMN-1902-462	Étude hygiénique du dépôt de convalescents des troupes coloniales de l'île de Porquerolles, par le Dr Astius Castellan, 	1902	462	 / a. Le cantonnement	article
236	15265	90156x1902x77	AMN-1902-466	Hygiène capillaire, par le Dr Couteaud, 	1902	466		article
237	15277	90156x1902x78	AMN-1902-5	Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon,	1902	5	/ I. Considérations géographiques	article
241	15289	90156x1902x78	AMN-1902-40	De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang,	1902	40	Arguments favorables à la doctrine de l'intoxication alimentaire	article
242	15290	90156x1902x78	AMN-1902-51	De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang,	1902	51	 Arguments favorables à la doctrine de l'intoxication alimentaire / Ce que dit la bactériologie du scorbut	article
243	15293	90156x1902x78	AMN-1902-61	Deux paralysies du bras causées l'une par le paludisme, l'autre par le plomb, par le Dr Barbe, 	1902	61	 1re observation. Paralysie paludéenne du bras droit / 2e observation. Paralysie saturnine du bras gauche	article
244	15295	90156x1902x78	AMN-1902-66	Hygiène des cheveux et de la barbe, par le Dr Laugier, 	1902	66	 Visite sanitaire (dents) / Hygiène des cheveux et de la barbe	article
245	15296	90156x1902x78	AMN-1902-68	Variétés / Une visite à l'hôpital militaire d'Hiroshima (Japon), par le Dr Pfihl, 	1902	68		article
246	15302	90156x1902x78	AMN-1902-81	Les enseignements d'une statistique / Le diagnostic du paludisme et de quelques autres maladies sous les tropiques. La distribution géographique de quelques maladies cosmopolites d'après les statistiques médicales de l'armée des Indes néerlandaises de 1897 à 1899, par le Dr H. Gros	1902	81	,  / I. Paludisme / A. Fréquence du paludisme aux Indes néerlandaises	article
249	15311	90156x1902x78	AMN-1902-115	Du kyste hématique épididymaire, par le Dr A. Valence, 	1902	82		article
250	15317	90156x1902x78	AMN-1902-125	Intoxication quinique anodine, par le Dr L.-E. Bertrand, 	1902	84	 I. Paludisme. A. Fréquence du paludisme aux Indes néerlandaises / B. Mortalité	article
251	15318	90156x1902x78	AMN-1902-127	Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier, 	1902	115	 Observation / Historique	article
255	15323	90156x1902x78	AMN-1902-133	Projet d'un sac-ambulance, par le Dr Duclot,  / Composition du sac-ambulance	1902	129	,  / 3° Dilatation / 4° Drainage / L'abcès se vide toujours mal	article
256	15324	90156x1902x78	AMN-1902-134	Projet d'un sac-ambulance, par le Dr Duclot,  / Sections à pourvoir de sacs-ambulance / Variétés / Septième conférence internationale de la Croix-Rouge, tenue à Saint-Pétersbourg en 1902	1902	130	 4° Drainage. L'abcès se vide toujours mal / Conclusions	article
257	15350	90156x1902x78	AMN-1902-196	Défense de la méditerranée contre le pèlerinage de la Mecque. Organisation sanitaire du Maroc, par le Dr Torel,  / État actuel du Maroc. Absence de toute notion d'hygiène	1902	133		article
260	15361	90156x1902x78	AMN-1902-210	Une observation d'atrophie testiculaire survenue dans le cours d'une pneumonie lobaire, par le Dr Rousseau, 	1902	197	 État actuel du Maroc. Absence de toute notion d'hygiène / Mesures d'hygiène prescrites par le coran	article
261	15374	90156x1902x78	AMN-1902-241	Le développement physique chez les mousses du vaisseau-école « La Bretagne », par le Dr C. Mathis	1902	201	  / Mesures prises contre les dangers du pèlerinage. Conseils sanitaires de Constantinople et d'alexandrie / Organisation sanitaire actuelle du Maroc	article
263	15380	90156x1902x78	AMN-1902-258	Extrait du rapport de fin de campagne du Dr Barbe, 	1902	241	  / Première partie / L'école des mousses. Son but. Son recrutement	article
264	15384	90156x1902x78	AMN-1902-270	Médecine européenne et médecine indigène en Extrême-Orient, par le Dr Jules Régnault	1902	243	 Première partie. L'école des mousses. Son but. Son recrutement / Conditions physiques exigées	article
266	15386	90156x1902x78	AMN-1902-276	Nécessité de notions hygiéniques à donner aux équipages, par le Dr Douarre	1902	270		article
268	15388	90156x1902x78	AMN-1902-281	Rapport clinique sur la malaria, par le Dr J. Bell, 	1902	276	,  / Avis important pour les hommes	article
269	15395	90156x1902x78	AMN-1902-289	Variétés / Statistique de la marine néerlandaise pour 1900	1902	280	 Avis important pour les hommes / Rapport clinique sur la malaria, par le Dr J. Bell, ... et G.-E. Steward, ..., d'après les observations faites à l'hôpital civil du gouvernement pendant la moitié de l'année 1901, traduit de l'anglais, par le Dr Duval, .	article
270	15463	90156x1902x78	AMN-1902-391	Extraction d'un corps étranger du rectum, par le Dr E. Plagneux, 	1902	281	 et G.-E. Steward, ..., d'après les observations faites à l'hôpital civil du gouvernement pendant la moitié de l'année 1901, traduit de l'anglais, par le Dr Duval,  / Phtisie / Abcès du foie	article
271	15488	90156x1902x78	AMN-1902-431	Hôpitaux et Lazarets de la mer rouge, par le Dr Avrilleaud	1902	289		article
273	15496	90156x1902x78	AMN-1902-451	Mission hydrographique du « Bengali » dans le golfe de Siam. Rapport médical, par le Dr A. Lafolie	1902	431	,  / 1° Djibouti. Côte des Somalis	article
276	15507	90156x1902x78	AMN-1902-464	Hydrologie médicale (oxalurie), par le Dr Dedet	1902	435	 1° Djibouti. Côte des Somalis / 2° Périm / 3° Massouah	article
277	15516	90156x1902x78	AMN-1902-477	Avis de la direction	1902	451	,  / Le bâtiment / L'infirmerie / La pharmacie	article
278	15520	90156x1903x79	AMN-1903-5	La peste chez les animaux, spécialement dans ses rapports avec la prophylaxie sanitaire, par le Dr Torel	1902	464		article
279	15546	90156x1903x79	AMN-1903-37	"Mission hydrographique du ""Bengali"" dans le golfe de Siam. Rapport médical, par le Dr A. Lafolie, "	1902	477		article
280	15558	90156x1903x79	AMN-1903-57	La prophylaxie par l'eau de boisson dans la marine, par le Dr le Méhauté,	1903	5		article
281	15574	90156x1903x79	AMN-1903-81	Lutte contre la tuberculose à bord, par le Dr Couteaud	1903	37	 (Suite et fin.). / D. Botanique. / E. Météorologie. - Climatologie	article
282	15607	90156x1903x79	AMN-1903-161	Établissements hospitaliers en Islande, par le Dr Fallier	1903	57	 Introduction. / I. Les procédés actuels d'emmagasinage et de distribution de l'eau potable à bord sont défectueux. - Épidémies nautiques qui doivent être attribuées à la pollution secondaire de l'eau distillée. / A. Inconvénients des procédés actuels d'emmagasinage et de distribution de l'eau distillée à bord. / 1° L'eau est contaminée par l'aérateur (D)	article
283	15617	90156x1903x79	AMN-1903-176	Le couchage du matelot, par le Dr A. Valence, 	1903	81	 / Préambule	article
284	15627	90156x1903x79	AMN-1903-217	Lèpre observée dans la région de Lang-Son (Tonkin), parmi les populations de race Tho, par le Dr Moulinier, 	1903	161	 / 1° Hôpitaux de Reykiavick. / A. Ancien hôpital des Soeurs de Saint-Joseph de Chambéry	article
285	15640	90156x1903x79	AMN-1903-239	Bulletin Officiel. / Janvier 1903. Dépêches ministérielles concernant les officiers du corps de santé de la marine	1903	176	 / Historique	article
286	15641	90156x1903x79	AMN-1903-241	Bizerte et les établissements de la marine dans le goulet et le lac, par le Dr Dufour, 	1903	217	 / La prophylaxie par l'eau de boisson dans la marine, par le Dr le Méhauté, ... (Suite et fin.). / 1. Poste de stérilisation. / Filtre clarificateur	article
287	15657	90156x1903x79	AMN-1903-275	De la désinfection à bord des bâtiments. Par l'appareil clayton, par le Dr Vialet	1903	239		article
288	15658	90156x1903x79	AMN-1903-280	Variétés. / Conclusions. Présentées à la conférence internationale pour la prophylaxie de la syphilis et des maladies vénériennes tenue à Bruxelles en septembre 1902, par M. le Dr Auffret	1903	241	 / Littoral. - Configuration orographique. - Cours d'eau. - Bassin des lacs. - Climat. - Météorologie. - Sol. - Faune et flore. / Littoral	article
289	15661	90156x1903x79	AMN-1903-289	Variétés. Adoption, dans le matériel médical, de pansements tout préparés. [C. Pelletan.]. / La lutte contre l'alcoolisme	1903	275	 / Note sur une forme mixte et peu connue de béri-béri et de scorbut, avec quelques remarques sur la thérapeutique alimentaire, par le Dr J. B. Van-Leent..	article
290	15662	90156x1903x79	AMN-1903-290	Variétés. La lutte contre l'alcoolisme. / La lutte contre la tuberculose	1903	280		article
291	15686	90156x1903x79	AMN-1903-346	Considérations relatives à la suppression de la filtration de l'eau distillée sur les bâtiments, par le Dr Guézennec	1903	289		article
292	15692	90156x1903x79	AMN-1903-373	Accidents provoqués par les gaz délétères de la poudre sans fumée, par le Dr Torel	1903	290		article
293	15695	90156x1903x79	AMN-1903-384	Variétés. Note concernant le développement des élèves de l'école navale (promotion du 1er octore 1902). Par le Dr Thémoin	1903	346		article
294	15696	90156x1903x79	AMN-1903-385	Variétés. Perforation intestinale dans la fièvre typhoïde : second cas d'opération suivie de succès, par A. Bowlby. Résumé par le Dr Guibaud	1903	373		article
295	15697	90156x1903x79	AMN-1903-386	Variétés. Historique de la découverte des trypanosomes chez l'homme, par R. W. Boyce, Ronald Ross et Ch. S. Sherrington, traduit de l'anglais, par le Dr Guibaud	1903	384	 / Perforation intestinale dans la fièvre typhoïde : second cas d'opération suivie de succès, par A. Bowlby. Résumé par le Dr Guibaud..	article
296	15698	90156x1903x79	AMN-1903-388	Variétés. Méthode perfectionnée pour le diagnostic microscopique de la fièvre intermittente, par M. Ronald Ross, traduit de l'anglais, par M. le Dr M. Guibaud	1903	385	 / Historique de la découverte des trypanosomes chez l'homme, par R. W. Boyce, Ronald Ross et Ch. S. Sherrington, traduit de l'anglais, par le Dr Guibaud..	article
297	15699	90156x1903x79	AMN-1903-394	Variétés. Influences des mesures sanitaires pour la prophylaxie de la fièvre typhoïde et de la dysenterie, par le capitaine Le Hunte-Cooper, 	1903	386	 / Méthode perfectionnée pour le diagnostic microscopique de la fièvre intermittente, par M. Ronald Ross, traduit de l'anglais, par M. le Dr M. Guibaud..	article
298	15710	90156x1903x79	AMN-1903-422	Nouvelle méthode d'analyse pour reconnaître la falsification des huiles, par M. Tambon	1903	388	 / Influences des mesures sanitaires pour la prophylaxie de la fièvre typhoïde et de la dysenterie, par le capitaine Le Hunte-Cooper, ... Traduit de l'anglais et résumé, par le Dr Guibaud..	article
299	15735	90156x1903x79	AMN-1903-464	Variétés. / Le service religieux dans les hôpitaux de la marine	1903	394	 Traduit de l'anglais et résumé, par le Dr Guibaud... / Extrait des sommaires de journaux et revues	article
300	15736	90156x1903x79	AMN-1903-467	Variétés. / Le fonctionnement du service dans les hôpitaux civils à Paris	1903	422	 Introduction. / Critique des procédés actuels	article
301	15737	90156x1903x79	AMN-1903-469	Variétés. Le fonctionnement du service dans les hôpitaux civils à Paris. [G. Mesureur.]. / Extrait du programme des concours de l'académie royale de médecine de Belgique	1903	464		article
302	15742	90156x1903x79	AMN-1903-476	Bulletin Officiel. / Mars-avril 1903. Dépêches ministérielles concernant les officiers du corps de santé de la marine	1903	467		article
303	15777	90156x1903x80	AMN-1903-53	Postes et passages des blessés à bord du croiseur cuirassé « Montcalm », par le Dr Léo, 	1903	469		article
304	15779	90156x1903x80	AMN-1903-57	Variétés. 14e congrès international de médecine, tenu à Madrid, par le Dr Auffret, 	1903	476		article
305	15780	90156x1903x80	AMN-1903-60	Variétés. Risque d'introduction de la fièvre jaune en Asie, par Patrick Manson. (Traduit de l'anglais par le Dr Guibaud, 	1903	53	 / Conclusions	article
306	15781	90156x1903x80	AMN-1903-67	Variétés. Les punitions dans la marine. / Fermeture des chapelles de la marine	1903	57	 / Risque d'introduction de la fièvre jaune en Asie, par Patrick Manson. (Traduit de l'anglais par le Dr Guibaud, ...)	article
307	15782	90156x1903x80	AMN-1903-68	Variétés. Fermeture des chapelles de la marine. / La distribution de la viande à bord	1903	60	). / Les punitions dans la marine	article
308	15783	90156x1903x80	AMN-1903-69	Variétés. La distribution de la viande à bord. / Remplacement du café par une soupe pour le déjeuner des équipages. / Exposition d'hygiène et de secours aux blessés	1903	67		article
309	15784	90156x1903x80	AMN-1903-70	Variétés. / Interdiction du tabac aux mousses. / Délivrance d'effets. / Simplification des formules de politesse dans la correspondance officielle. [Tissier]	1903	68		article
310	15785	90156x1903x80	AMN-1903-71	Variétés. / Lutte contre la tuberculose (Nouvelle plaquette délivrée gratuitement par la Société de préservation contre la tuberculose). / Les crachoirs hygiéniques, par le Dr Chambissier (thèse)	1903	69		article
