	article_id	article_auteur	article_titre	revue_annee	revue_numero	article_page
445	AHMC-09-463	Abbatucci	Note sur un cas d'anévrisme diffus de l'avant-bras.	1906	9	463
446	AHMC-09-481	Vassal (J.-J)	Géographie médicale. Nhatrang.	1906	9	481
447	AHMC-09-511	Gaide	Notes sur le béribéri au Tonkin.	1906	9	511
448	AHMC-09-533	Salanoue	Rapport annuel sur le service antirabique au Tonkin en 1904.	1906	9	533
449	AHMC-09-540	Gauducheau	Fonctionnement du service de la vaccine au Tonkin.	1906	9	540
450	AHMC-09-550	Le Moal	Campagne antipaludique à Conakry, en 1905.	1906	9	550
451	AHMC-09-563	Bloch	Analyse de quelques eaux du Pet-Chi-Li.	1906	9	563
452	AHMC-09-578	Pelletier	Mycétome à grains rouges observé à Saint-Louis (Sénégal).	1906	9	578
453	AHMC-09-581	Bouet	Contribution à la répartition des culicides en Indo-Chine.	1906	9	581
454	AHMC-09-590	Noc	Sur la fréquence et le rôle étiologique de l'Uncinaria americana dans le béribéri.	1906	9	590
455	AHMC-09-591	Pelletier	Calcul vésical (taille sus-pubienne).	1906	9	591
456	AHMC-09-595	Fraissinet	Abcès du foie d'origine parasitaire.	1906	9	595
457	AHMC-09-598	Sadoul	Au sujet des injections hypodermiques de quinine.	1906	9	598
458	AHMC-09-600	Collomb	Rapport d'ensemble sur l'épidémie de peste de Nouméa.	1906	9	600
459	AHMC-09-614		Fièvre typhoïde au Tonkin (Extrait du Rapport mensuel du mois de janvier 1906.)	1906	9	614
460	AHMC-09-615	Broquet	Variétés. Organisation médicale et sanitaire de l'île Maurice.	1906	9	615
461	AHMC-09-626	Carl Mense	Handbuch der Tropenkrankheiten.	1906	9	626
462	AHMC-10-5	Verdier	Géographie médicale. Notes sur la région du Macina.	1907	10	5
463	AHMC-10-24	A.  Kermorgant	L'assistance médicale en Indo-Chine.	1907	10	24
464	AHMC-10-44	Gustave Reynaud	Boutons du Nil ou boutons d'Orient, observation recueillie.	1907	10	44
465	AHMC-10-47	Camail	Épidémie de peste à Chandernagor en 1905.	1907	10	47
466	AHMC-10-58	Talbot	Épidémie de variole observée à Vinh (Annam) en décembre 1904, janvier et février 1905 (Desiderata prophylactiques).	1907	10	58
467	AHMC-10-66	Ribot	Rapport annuel sur les services d'hygiène du 2e arrondissement du Sénégal en 1905.	1907	10	66
468	AHMC-10-85	Mainguy	Notes sur une épidémie de typho-malaria qui a sévi au Bras-de-Pontho (Île de La Réunion).	1907	10	85
469	AHMC-10-91	Bloch	Analyse de l'eau du Yang-Tsé et du fleuve jaune.	1907	10	91
470	AHMC-10-94		Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission	1907	10	94
471	AHMC-10-98		Instructions données à la mission d'études française qui se rend au Congo en vue d'étudier la maladie du sommeil. I. Organisation de la mission. II. Instructions	1907	10	98
472	AHMC-10-114	Vivie	État sanitaire et maladies observées à la Côte-d'Ivoire pendant l'année 1905.	1907	10	114
473	AHMC-10-129	Camail	Note sur le paludisme dans nos établissements de l'Inde.	1907	10	129
474	AHMC-10-132	Donnet	Clinique d'Outre-mer. Sur un cas de fièvre jaune (avec vomissements noirs et hémorragies passives gingivales) suivi de guérison ; injections de caféine à fortes doses.	1907	10	132
475	AHMC-10-141	Laveran	Tumeur provoquée par un microcoque rose en zooglées.	1907	10	141
476	AHMC-10-143	Augier	Variétés. La législation italienne contre la malaria et la lutte contre le paludisme dans nos colonies.	1907	10	143
477	AHMC-10-167	Amigues	Géographie médicale. Les Nouvelles-Hébrides.	1907	10	167
478	AHMC-10-183	Broquet	Notes sur le climat de Quang-Tchéou-Wan (Chine méridionale).	1907	10	183
479	AHMC-10-187	A. Duvigneau	La grossesse, l'accouchement et le nouveau-né chez les Annamites à Hué.	1907	10	187
480	AHMC-10-203	Bloch	Contribution à l'étude de la numération des microbes aérobies et anaérobies. – Travail effectué dans les laboratoires d'hygiène de l'Institut Pasteur de Lille.	1907	10	203
481	AHMC-10-217	Constant Mathis. I	La thérapeutique actuelle de la trypanosomiase humaine.	1907	10	217
482	AHMC-10-245	Gallay	Campagne antivariolique et propagation de la vaccine en 1905 en Afrique occidentale française.	1907	10	245
483	AHMC-10-257	Broquet	Quinine préventive et paludisme.	1907	10	257
484	AHMC-10-258	Le Moal	Considérations étiologiques sur l'hémoglobinurie des paludéens.	1907	10	258
485	AHMC-10-281	Ayraud	Notes succinctes sur le paludisme, à Mongtzeu (Yunnam) (extrait du rapport annuel pour 1905).	1907	10	281
486	AHMC-10-285	Kermorgant	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1905.	1907	10	285
487	AHMC-10-312	Spire	Variétés. Notes sur le service de santé dans les colonies Allemandes.	1907	10	312
488	AHMC-10-323	Broquet	Géographie médicale. Saint-Philippe (Île de la Réunion).	1907	10	323
489	AHMC-10-339	D'Anfreville	La maladie du sommeil au Sénégal, trois cas traités. Guérison probable dans un cas. Par M. le Dr Thiroux et	1907	10	339
490	AHMC-10-350	Morel (A.-D.). A	Lazarets des colonies françaises.	1907	10	350
491	AHMC-10-370	A. Bloch	Sur le phytostérol du soja. Par M. T. Klobb et	1907	10	370
492	AHMC-10-377	Talairach	Épidémie de filariose observée à Tombouctou.	1907	10	377
493	AHMC-10-379	Comméléran	L'meurreu de Tidjikdja (Mauritanie) (urticaire d'origine filarienne).	1907	10	379
494	AHMC-10-387	Rouffiandis	Variole et vaccine au Laos de 1895 à 1906.	1907	10	387
495	AHMC-10-393	Régnier	Résumé de la statistique médicale des troupes stationnées aux colonies pendant l'année 1905.	1907	10	393
496	AHMC-10-398	Ribot	Assainissement de la ville de Rufisque (Sénégal).	1907	10	398
497	AHMC-10-406	Montel (M.-L.-R	Empoisonnement par le faux anis étoilé.	1907	10	406
498	AHMC-10-413	Constant Mathis	Le béribéri d'après les travaux parus en 1906.	1907	10	413
499	AHMC-10-426	Noël Bernard	Rapport médical sur l'application du programme d'organisation ouvrière aux chantiers de la ligne de Yen-Bay à Lao-Kay, Tonkin (1er octobre 1994 – 1er octobre 1905).	1907	10	426
500	AHMC-10-449	rapport du gouvernement général de l'Afrique occidentale française	Épidémie de fièvre jaune qui a sévi au Dahomey et au Togo en avril, mai et juin 1906	1907	10	449
501	AHMC-10-454	Bonain	Trois cas d'hépatite suppurée avec cholerragie post-opératoire.	1907	10	454
502	AHMC-10-459	Marcel Leger	Contribution à l'hématologie de l'abcès tropical du foie et de la congestion hépatique.	1907	10	459
503	AHMC-10-491	Ch.  Meslin	Géographie médicale. Notes sur le Binh-Thuan (Annam) et les débuts de l'assistance médicale indigène dans cette province.	1907	10	491
504	AHMC-10-498	Féray	Historique et pratique de la vaccine en Chine.	1907	10	498
505	AHMC-10-515	Lafont	Fonctionnement du laboratoire de Saint-Denis (Réunion) de 1903 à 1906.	1907	10	515
506	AHMC-10-556	Morel (A.-D.). C	Lazarets des colonies françaises (Suite et fin).	1907	10	556
507	AHMC-10-573	Bouet	Le trypanosoma dimorphon et son rôle dans les maladies des animaux de la côte d'Ivoire. – Répartition des mouches tsé-tsé. – Transmission du T. Dimorphon par Glossina palpalis.	1907	10	573
508	AHMC-10-579	Paul Gouzien	Mesures d'hygiène et de prophylaxie prises à la suite de l'inondation de la ville de Kayes (Haut Sénégal-Niger).	1907	10	579
509	AHMC-10-603	Roton	Intervention chirurgicale. Suture osseuse de l'humérus pratiquée le 25 décembre 1906 à l'hôpital Ballay de Conakry (Guinée française). Par M. le Dr Mas et	1907	10	603
510	AHMC-10-605	Dr Bonain	Vagabondage impulsif.	1907	10	605
511	AHMC-10-612	Abbatucci	Notes cliniques sur un cas de faux atriplicisme.	1907	10	612
512	AHMC-10-615	Jean Legendre	Étude d'hygiène chinoise. – L'habitation.	1907	10	615
513	AHMC-10-620	Marcel Leger	Contribution à l'hématologie de la fièvre bilieuse hémoglobinurique.	1907	10	620
514	AHMC-10-628	Sauzeau de Puyberneau	Variétés. Procédé nouveau pour la destruction des larves de moustiques.	1907	10	628
515	AHMC-11-5	Mouillac	Géographie médicale. Le poste médical de Tchentou (Chine).	1908	11	5
516	AHMC-11-29	Paul Gouzien	La maladie du sommeil dans le Haut-Sénégal et Niger.	1908	11	29
517	AHMC-11-72	R Montel	La surveillance de la natalité indigène. De la prophylaxie du tétanos ombilical à Saïgon (Cochinchine), 1905, 1906, 1907.	1908	11	72
518	AHMC-11-85	Bloch	Le soja. Sa culture, sa composition, son emploi en médecine et dans l'alimentation.	1908	11	85
519	AHMC-11-123	Gaide	Rapport sur les épidémies de fièvre récurrente au Tonkin.	1908	11	123
520	AHMC-11-150	de Goyon	Vaccinations au chemin de fer du Dahomey.	1908	11	150
521	AHMC-11-158	A. Calmette	Le diagnostic précoce de la tuberculose par l'ophtalmo-réaction à la tuberculine.	1908	11	158
522	AHMC-11-179	Dupuy	Géographie médicale. Rapport sur le fonctionnement du poste médical consulaire de Canton pendant l'année 1906.	1908	11	179
523	AHMC-11-200	Comméléran	La grossesse, l'accouchement et l'avortement au Tagant et à Tidjikdja (Mauritanie) ; moeurs et coutumes.	1908	11	200
524	AHMC-11-212	Le Ray	Épidémie de peste à Majunga en 1907.	1908	11	212
525	AHMC-11-242	J.-B. Ferrandini	La peste en Cochinchine.	1908	11	242
526	AHMC-11-261	Gauducheau. 	Fonctionnement de l'institut vaccinogène du Tonkin. Extraits des rapports	1908	11	261
527	AHMC-11-277	Montel	Clinique d'Outre-Mer. Traitement de la syphilis dans les régions tropicales par injections sous-cutanées d'hermophényl.	1908	11	277
528	AHMC-11-280	J.  Legendre	Variétés. Une curieuse épidémie observée à Tchentou.	1908	11	280
529	AHMC-11-282	Chouquet	Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe, (Extraits).	1908	11	282
530	AHMC-11-292	Gaetano Gaglio	Les injections hypodermiques de chlorhydrate de quinine et d'uréthane.	1908	11	292
531	AHMC-11-294	Billet	Variétés. La peste en Algérie en 1907. Recherches particulières sur les rats, leurs ectoparasites et leurs rapports avec l'épidémie dans le département de Constantine (extraits).	1908	11	294
532	AHMC-11-296	Sobre-Casas	Le cancer (prophylaxie, étiologie, traitement).	1908	11	296
533	AHMC-11-297	E.  Maurel	Traité de l'alimentation et de la nutrition à l'état normal et pathologique.	1908	11	297
534	AHMC-11-303	Bouffard	La vaccine dans le Haut-Sénégal et Niger.	1908	11	303
535	AHMC-11-334	A. Kermorgant	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1906.	1908	11	334
536	AHMC-11-381	G. Martin et Leboeuf	Étude clinique sur la trypanosomiase humaine (maladie du sommeil).	1908	11	381
537	AHMC-11-393	Le Ray	Épidémie de peste à Majunga en 1907 (suite et fin).	1908	11	393
538	AHMC-11-408	G.  Bourret	Quelques recherches sur la lèpre.	1908	11	408
539	AHMC-11-431	J.  Legendre	Moustiques et paludisme à Tchentou (Chine).	1908	11	431
540	AHMC-11-442	Yersin	Clinique d'Outre-Mer. Note sur une petite épidémie localisée de peste observée à Nhatrang (Annam).	1908	11	442
541	AHMC-11-444	Abbatucci	Observation sur un énorme molluscum pendulum du sein gauche opéré à l'hôpital de Pak-Hoï (Chine du sud).	1908	11	444
542	AHMC-11-447	Lenoir	Empoisonnements criminels par le datura au bagne de la Nouvelle-Calédonie.	1908	11	447
543	AHMC-11-449	Pichon	Calculs préputiaux avec altération profonde de l'état général.	1908	11	449
544	AHMC-11-451	Séguin	Institut Pasteur de Hanoï. Statistique du service antirabique pour l'année 1907.	1908	11	451
545	AHMC-11-454	Chouquet	Variétés. Étude sur les superstitions, croyances et pratiques médicales populaires de la Guadeloupe (Extraits, suite).	1908	11	454
546	AHMC-11-475	Bouillez	Vaccine et vaccination au Tchad. Secteur médical de Bokoro (27 février-28 novembre 1907).	1908	11	475
547	AHMC-11-486	Rapuc	Notes médicales sur l'Oubanghi-Chari-Tchad.	1908	11	486
548	AHMC-11-489	Rapuc. Climatologie et météorologie	Notes médicales sur l'Oubanghi-Chari-Tchad.	1908	11	489
549	AHMC-11-502	J.-J.  Vassal	Baguio, station d'altitude des Philippines.	1908	11	502
550	AHMC-11-511	Brau	Essai sur la dysenterie amoebienne de Cochinchine.	1908	11	511
551	AHMC-11-547	J.-J. Vassal ;A. Brochet	La dengue en Indo-Chine. Épidémie à bord de La Manche en 1907. 	1908	11	547
552	AHMC-11-548	A. Brochet	La dengue en Indo-Chine. Épidémie à bord de La Manche en 1907. Par M. le Dr J.-J. Vassal et	1908	11	548
553	AHMC-11-572	Bouet	Les trypanosomiases de la Haute Côte d'Ivoire.	1908	11	572
554	AHMC-11-589	Georges Lambert	Ce qu'il faut penser des procédés de stérilisation de l'eau par le permanganate de potasse. Par M. Ferraud et	1908	11	589
555	AHMC-11-600	Massiou	Rapport sur le traitement antirabique à l'Institut Pasteur de Tananarive pendant l'année 1906.	1908	11	600
556	AHMC-11-617	Bargy	L'Atoxyl dans le traitement de la syphilis en Afrique occidentale.	1908	11	617
557	AHMC-11-630	Bloch	Analyse d'un calcul vésical à noyau formé par un limbe de monocotylédone.	1908	11	630
558	AHMC-11-633	Ortholan	La peste en Indo-Chine (historique.).	1908	11	633
559	AHMC-12-5	P.  Doreau	Notes de géographie médicale sur l'Abyssinie.	1909	12	5
560	AHMC-12-24		Distribution géographique des moustiques en Abyssinie	1909	12	24
561	AHMC-12-26		La fièvre spirillaire en Abyssinie	1909	12	26
562	AHMC-12-31	Gaide	Le paludisme en Annam et au Tonkin.	1909	12	31
563	AHMC-12-54	Garnier	Épidémie de fièvre jaune à la Martinique en 1908. (observations cliniques).	1909	12	54
564	AHMC-12-92	Barret	Épidémie de méningite cérébro-spinale observée à Djougou (Dahomey), pendant la saison sèche 1906-1907.	1909	12	92
565	AHMC-12-101	J. Legendre	Notes sur le climat de Tchentou (Chine).	1909	12	101
566	AHMC-12-107	Kerandel	Note sur la mission du Haut Logone.	1909	12	107
567	AHMC-12-115	Massiou	Des diverses applications thérapeutiques de l'atoxyl.	1909	12	115
568	AHMC-12-140	Ortholan	Les cancers dans les pays tropicaux.	1909	12	140
569	AHMC-12-148	Couvy	Note sur deux cas de maladie du sommeil observés au territoire militaire du Tchad, août 1905-septembre 1906.	1909	12	148
570	AHMC-12-157	Renault	Clinique d'Outre-Mer. Amaurose et blépharoptose simulées.	1909	12	157
571	AHMC-12-160	Renault	Clinique d'Outre-Mer. Troubles oculo-pupillaires accompagnant des abcès pulmonaires consécutifs à des abcès hépatiques guéris, d'origine dysentérique.	1909	12	160
572	AHMC-12-163	Guillon	Clinique d'Outre-Mer. Les accès palustres à forme abdominale.	1909	12	163
573	AHMC-12-166		Variétés. Congrès des directeurs d'instituts vaccinaux allemands	1909	12	166
574	AHMC-12-170	Lafont	Variétés. Règles à suivre pour les prélèvements de sang. La leucocytose dans les diverses maladies. Formules leucocytaires et numération des globules blancs. Communication à la Société médicale de l'Île Maurice.	1909	12	170
575	AHMC-12-176	Hans Ziemann	La fièvre bilieuse hémoglobinurique.	1909	12	176
576	AHMC-12-189	Viala	Les îles Wallis et Horn. Notes de géographie médicale.	1909	12	189
577	AHMC-12-213	Renault	Observations d'hépatite suppurée commentées.	1909	12	213
578	AHMC-12-292	Gaide	Le paludisme en Annam et au Tonkin (Suite et fin)	1909	12	292
579	AHMC-12-307	Sarrailhé	Pyohémies atténuées ; relation de vingt et un cas observés au Tonkin sur des indigènes.	1909	12	307
580	AHMC-12-342	Salanoue-Ipin	Diagnostic de la peste murine (examen nécropsique des rats pesteux) Caractères distinctifs des rats et des puces.	1909	12	342
581	AHMC-12-346	De Goyon	Clinique d'Outre-Mer. Attaque épileptiforme syphilitique.	1909	12	346
582	AHMC-12-355	Bouilliez	Notes médicales sur les combats de Dogotchi (29 mars 1908) et de Djoua (16 juin 1908) au territoire du Tchad.	1909	12	355
583	AHMC-12-368	Simond, Grimaud, Aubert et Noc	Rapport sur le fonctionnement du service de destruction des moustiques à la Martinique du 22 décembre 1908 au 28 février 1909.	1909	12	368
584	AHMC-12-388	J. Rigaud	"Traitement de la fièvre bilieuse hémoglobinurique par la décoction de ""voafotsy"" (Aphloia madagascariensis)."	1909	12	388
585	AHMC-12-402	Heckenroth	La vaccine dans la Haute-Sangha (Congo français).	1909	12	402
586	AHMC-12-415	Jauneau	Notes sur les morsures de caïman à Madagascar.	1909	12	415
587	AHMC-12-448	A. Thiroux	Les villages de ségrégation et de traitement de la maladie du sommeil. Fonctionnement d'un de ces villages à Saint-Louis-du-Sénégal.	1909	12	448
588	AHMC-12-459	Salanoue-Ipin	Épidémiologie de la peste d'après les derniers travaux de la commission d'études de la peste dans l'Inde.	1909	12	459
589	AHMC-12-473	Lucas	Traitement de la dysenterie et de la diarrhée chronique par le sulfate d'hordénine.	1909	12	473
590	AHMC-12-477	Léger	Notes sur l'état de la dentition des hommes d'une compagnie d'infanterie coloniale à Hué (Annam).	1909	12	477
591	AHMC-12-482	Abbatucci	Quelques considérations pratiques sur l'oschéotomie.	1909	12	482
592	AHMC-12-486	Trautmann ;Leboeuf	Clinique d'Outre-Mer. Un cas de maladie du sommeil observé à Brazzaville.	1909	12	486
593	AHMC-12-490	Dubruel	Clinique d'Outre-Mer. Grossesse tubaire, laparotomie, guérison.	1909	12	490
594	AHMC-12-513	M. Simond et MM. Aubert et Noc	Contribution à l'étude de l'épidémiologie amarile. Origine, causes, marche et caractères de l'épidémie de fièvre jaune de la Martinique de 1908-1909.	1909	12	513
595	AHMC-12-595	G. Martin ; Leboeuf ;Ringenbach	Sur le traitement de la trypanosomiase humaine.	1909	12	595
596	AHMC-12-602	Brau	Béribéri et paludisme au camp des Mâres (Cochinchine).	1909	12	602
597	AHMC-12-608	Gaide	Note sur le rapatriement des militaires et des malades de l'Indo-Chine.	1909	12	608
598	AHMC-12-628	J.-M. Imbert	Notes sur les blessures par armes de guerre observées à Phu-Lang-Thuong (Tonkin) du 29 avril 1908 au 31 mai 1909.	1909	12	628
599	AHMC-12-648	Guillemet	Le fonctionnement du service médical au poste consulaire de Tchong-King (Chine).	1909	12	648
600	AHMC-12-656	Boyé	Empoisonnement de la garnison européenne d'Hanoï par le datura (28 juin 1908).	1909	12	656
601	AHMC-12-660	J.-M. Imbert	"Note concernant l'utilisation en chirurgie du fil de ""Con Cu'óc""."	1909	12	660
602	AHMC-12-663	Heckenroth	Résumé de 68 observations de trypanosomiase humaine dans la Haute-Sangha (Congo).	1909	12	663
603	AHMC-12-670	Rigollet ; Ferraud	Note sur un procédé pratique de stérilisation des solutions pour injections hypodermiques.	1909	12	670
604	AHMC-12-672	Pelletier	Clinique d'Outre-Mer. Purpura hémorragique dû au paludisme.	1909	12	672
605	AHMC-12-675	Logerais	Suture du foie, guérison.	1909	12	675
606	AHMC-12-677	Gauducheau	Sur la question de l'unité vaccino-variolique.	1909	12	677
607	AHMC-12-678	Maurer	Variétés. Polynévrite des gallinacés et béribéri.	1909	12	678
608	AHMC-12-680	le capitaine A.-J. Hall, R.A.M.C	L'opération des abcès du foie.	1909	12	680
609	AHMC-12-681	Martinotti ;Castellini	Cioccolatini à la quinine d'état. Recherche d'une formule de quinine non amère.	1909	12	681
610	AHMC-12-683	Edmond Sergent	Insectes piqueurs et suceurs de sang.	1909	12	683
611	AHMC-13-5	Simond ;Aubert ; Blanchard ;Arlo	Recherches sur l'existence de la fièvre de Malte à Marseille et dans le Midi de la France faites au laboratoire de bactériologie de l'école d'application du service de santé des troupes coloniales.	1910	13	5
612	AHMC-13-16	J. Thézé	Note sur le béribéri à Poulo-Condore (Cochinchine) en 1906.	1910	13	16
613	AHMC-13-32	Mission d’étude sur la fièvre jaune à la Martinique	Travaux d'hygiène publique et d'assainissement 	1910	13	32
614	AHMC-13-44	Brimont	De la formule hémo-leucocytaire dans les accès paludéens (type quarte) chez les ankylostomés à la Guyane.	1910	13	44
615	AHMC-13-58	Aubert ; Huon	Mémoire sur la variole à Marseille, sur le fonctionnement de l'institut vaccinogène municipal ainsi que sur une méthode de régénération du vaccin atténué.	1910	13	58
616	AHMC-13-69	Rebufat	Formes larvées du paludisme à Saïgon et dans la basse Cochinchine. Étude clinique et bactériologique.	1910	13	69
617	AHMC-13-75	Brimont	Analyse des eaux des îles du Salut (Guyane Française).	1910	13	75
618	AHMC-13-99	G. Martin ;Leboeuf :Ringenbach	Thérapeutique et prophylaxie chimiques de la maladie du sommeil. Première partie. Résultats obtenus au Congo Français (mission d'étude de la maladie du sommeil et institut pasteur de Brazzaville).	1910	13	99
619	AHMC-13-129	Coppin	Les préceptes hygiéniques du Coran, leur application en Perse.	1910	13	129
620	AHMC-13-145	Ortholan	Note au sujet de la lèpre en Nouvelle-Calédonie.	1910	13	145
621	AHMC-13-148	A. Combe	Note sur le plan en Haute Côte d'Ivoire.	1910	13	148
622	AHMC-13-151	Jacquin	Clinique d'Outre-mer. Un cas d'abcès du lobe gauche du foie.	1910	13	151
623	AHMC-13-154	Guillemet	Clinique d'Outre-mer. Note sur un cas de mort consécutive à une néphrite cantharidienne provoquée par l'excrétion du liquide vésicant à la surface de la peau par l'insecte vivant.	1910	13	154
624	AHMC-13-155	Heiman 	Suicide par morsure de la langue chez les annamites.	1910	13	155
625	AHMC-13-156	Angelo Celli	Variétés. Prophylaxie de la malaria en Italie d'après la onzième relation annuelle.	1910	13	156
626	AHMC-13-161	Allan Mc Laughlin	Suppression d'une épidémie de choléra à Manille.	1910	13	161
627	AHMC-13-165	R. E. Hoyt	Variétés. À la recherche des amibes. Résultats fournis par l'examen de 300 selles.	1910	13	165
628	AHMC-13-166	Kleine	Confirmation of Kleine's discovery (Extrait.)	1910	13	166
629	AHMC-13-167	le capitaine ENSOR, R. A. M.C	Le traitement du Kala-azar par le « Senega ».	1910	13	167
630	AHMC-13-168		Considérations cliniques sur la fièvre bilieuse hémoglobinurique	1910	13	168
631	AHMC-13-169	E. Marchoux;G. Bourret	Recherches sur la transmission de la lèpre.	1910	13	169
632	AHMC-13-189	J-M. Imbert	Notes sur l'épidémie de fièvre récurrente de Bac-Giang (Tonkin) en 1908.	1910	13	189
633	AHMC-13-203	Brimont	Rapport sur le fonctionnement du laboratoire de bactériologie de Saint-Laurent-du-Maroni (Guyane Française).	1910	13	203
634	AHMC-13-217	Brau	Béribéri et paludisme au camp des Mâres (Cochinchine).	1910	13	217
635	AHMC-13-234	Paul Gouzien	L'oschéotomie avec anaplastie dans l'éléphantiasis du scrotum (1).	1910	13	234
636	AHMC-13-257	Doreau	Règlements médicaux au sujet des dents dans les troupes coloniales et notions succinctes d'art dentaire.	1910	13	257
637	AHMC-13-291	Fulconis	Commission de délimitation Franco-Libérienne. Notes médicales.	1910	13	291
638	AHMC-13-328	Abbatucci	Le milieu Africain considéré au point de vue de ses effets sur le système nerveux de l'Européen.	1910	13	328
639	AHMC-13-335	Brimont	Note sur le traitement de l'ankylostomiase par l'essence de Niaouli.	1910	13	335
640	AHMC-13-338	Seguin ; Constant Mathis	Procédé pour la détermination rapide de la formule leucocytaire.	1910	13	338
641	AHMC-13-340	Constant Mathis	Clinique d'Outre-mer sur un cas de fièvre bilieuse hémoglobinurique observé chez un européen à l'hôpital militaire de Hanoï.	1910	13	340
642	AHMC-13-343	F. A. A. Clayton	Variétés. Notes sur la « fièvre de sept jours » des ports orientaux. Sa fréquence sur les navires de la flotte et ses relations avec la Dengue.	1910	13	343
643	AHMC-13-347	C. Birt	« Phlebotomus fever » à Malte et en Crète.	1910	13	347
644	AHMC-13-348	Mouzels	Un cas de tokelau présentant des fructifications aspergillaires très nettes.	1910	13	348
645	AHMC-13-373	Feray. 	Poste médical de Yun-Nan-Fou (Chine).	1910	13	373
646	AHMC-13-411	Abbatucci	De la polynévrite d'origine paludéenne.	1910	13	411
647	AHMC-13-447	Broquet	Méthode de diagnostic à distance de la peste par la conservation des ganglions dans des solutions glycérinées.	1910	13	447
648	AHMC-13-459	C. Mathis ; M.Leger	Parasitisme intestinal et hépatique chez les indigènes de l'Indo-Chine du nord (nématodes et trématodes).	1910	13	459
649	AHMC-13-485	Cozanet	Note sur deux épidémies de dengue à Nouméa (1908 et 1910).	1910	13	485
650	AHMC-13-499	Audiau	Contribution à l'étude de la prophylaxie de la lèpre au Tonkin.	1910	13	499
651	AHMC-13-511	J. Lambert	Fonctionnement de l'installation d'essai d'épuration biologique des eaux usées de l'hôpital de Lanessan, à Hanoï.	1910	13	511
652	AHMC-13-515	J. Laurent	Fonctionnement de l'installation d'essai d'épuration biologique des eaux usées de l'hôpital de Lanessan, à Hanoï. Par M. J. Lambert. Sur un procédé chimique de purification de l'eau potable en campagne.	1910	13	515
653	AHMC-13-517	Fonquernie	Note sur un cas de tache bleue mongolique chez un métis de blanc et de noire.	1910	13	517
654	AHMC-13-518	Brau	Béribéri et paludisme au camp des mâres (Cochinchine). Par M. le Dr Brau.Béribéri et paludisme au camp des mâres (Cochinchine).	1910	13	518
655	AHMC-13-519	Métin	Clinique d'outre-mer. Un cas de pseudo-rhumatisme syphilitique.	1910	13	519
656	AHMC-13-529		Observations recueillies à l'hôpital de Lanessan à Hanoï	1910	13	529
657	AHMC-13-538	Henry J. Nichols ;Vernon L. Andrews	Variétés. Le traitement du choléra asiatique dans une récente épidémie.	1910	13	538
658	AHMC-13-539	R. Blanchard	 Nouveaux faits concernant la chromhydrose.	1910	13	539
659	AHMC-13-561	Guillemet	Tch'Ong-K'Ing. Description. — Population. — Climatologie. 	1910	13	561
660	AHMC-13-599	Gaide et Jouveau-Dubreuil	 Notes médicales sur les opérations militaires contre le Dé-Than au cours de l'année 1909.	1910	13	599
661	AHMC-13-619	Brau	Hélminthiase intestinale et béribéri en Cochinchine.	1910	13	619
662	AHMC-13-676	Merveilleux. Chapitre premier	Notes sur la situation sanitaire du Sénégal pendant l'année 1909 (morbidité et mortalité, mouvement de la population, etc.).	1910	13	676
663	AHMC-13-705	L'Herminier	Les blessés de la guerre du Tigré (Bataille de Quoram, 9 octobre 1909).	1910	13	705
664	AHMC-13-723	Gustave Martin ; Ringenbach	Troubles psychiques dans la maladie du sommeil.	1910	13	723
665	AHMC-13-726	Gustave Martin ; Ringenbach	Troubles psychiques dans la maladie du sommeil.	1910	13	726
666	AHMC-13-756	L. Robert	Un cas de kala azar observé à Madagascar.	1910	13	756
667	AHMC-13-759	A. Pichon	Quelques considérations sur la lèpre en Nouvelle-Calédonie et les moyens de la combattre.	1910	13	759
668	AHMC-13-768	J. Lambert	Étude d'eaux bicarbonatées sodiques du bassin de Tuy-Phong, province de Binh-Thuân (Annam).	1910	13	768
669	AHMC-13-775	Gaudier	Variétés. Le chlorhydrate double de quinine et durée.	1910	13	775
670	AHMC-13-777	Henry Fraser et A.-T. Stanton	Variétés. Étiologie du béribéri.	1910	13	777
671	AHMC-13-780	H. Campbell Highet	Variétés. Le béribéri au Siam.	1910	13	780
672	AHMC-13-781	Hans Aron	Variétés. Le béribéri au Siam. Par M. H. Campbell Highet. Relation existant entre l'apparition du béribéri et une alimentation pauvre en phosphre.	1910	13	781
673	AHMC-13-782	J. de Haan	Variétés. Relation existant entre l'apparition du béribéri et une alimentation pauvre en phosphre. Par M. Hans Aron. Sur l'éthiologie du béribéri.	1910	13	782
674	AHMC-13-783	Gorosaku Shibayama	Variétés. Sur l'éthiologie du béribéri. Par M. J. de Haan. Queleques observations au sujet du béribéri.	1910	13	783
675	AHMC-13-784	Léonard Rogers	Variétés. Queleques observations au sujet du béribéri. Par M. Gorosaku Shibayama. L'abcès du foie cause fréquente, mais facilement évitable de décès dans l'armée anglaise.	1910	13	784
676	AHMC-13-787	Thibault	Variétés. Fièvre de malte et lait de chèvre.	1910	13	787
