                                                                                                                                                                                                                                                                                                                                                                                                                  article_titre  revue_annee
                                                                                                                                                                                                                                                                                                                                                            De l'accoutumance aux médicaments opothérapiques, par le Dr Brunet,         1900
                                                                                                                                                                                                                                                                                                                                                                                       Épidémie de grippe, par le Dr Machenaud,         1900
                                                                                                                                                                                                                                                                        Cas remarquable de rougeole maligne et compliquée, suivie de guérison après un long traitement (établissement de la marine à Indret), par le Dr Damian,         1900
                                                                                                                                                                                                                                                                                                                      Rapport médical sur la mission marchand de Loango à Djibouti par Fachoda (1896-1899). Par le Dr J. Émily,         1900
                                                                                                                                                                                                                                                                                                                                                           Notes sur l'éléphantiasis du membre supérieur, par le Dr Tribondeau,         1900
                                                                                                                                                                                                                                                                                                                                                                 Deux cas de fracture du deuxième métatarsien. Par le Dr Paucot         1900
                                                                                                                                                                                                                                                                                                                                                           Variétés. / Inauguration à Saint-Brieuc du monument de Jules Rochard         1900
                                                                                                                                                                                                                                                                                                                                                                               Variétés. / A propos de l'évolution du paludisme         1900
                                                                                                                                                                                                                                                                                                                     Rapport médical sur la mission marchand de Loango à Djibouti, par Fachoda (1896-1899). Par le Dr J. Émily,         1900
                                                                                                                                                                                                                                                                                                                                                                             De la névrité radiographique, par le Dr A. Valence         1900
                                                                                                                                                                                                                                                                                                                                                                          Traitement de la fièvre jaune. Par le Dr Just Touatre         1900
                                                                                                                                                                                                                                                                                                                                                       La fièvre ondulante (fièvre de malte), par le capitaine M. Louis Hughes,         1900
                                                                                                                                                                                                                                                                                       Rapport d'inspection générale sur le 2e bataillon du 8e régiment d'infanterie de marine. Stationné en Crète (1899). Par le Dr Barthélémy         1900
                                                                                                                                                                                                                                                                                                                                                    L'enquête du Dr Mense sur la fièvre bilieuse hématurique, par le Dr H. Gros         1900
                                                                                                                                                                                                                                                                    Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. Fixation de la ration dans ses diverses conditions, par le Dr E. Maurel,         1900
                                                                                                                                                                                                                                                                                           Notes sur la stérilisation de l'eau alimentaire à l'école navale (appareil de MM. Rouart, Geneste et Hercher), par le Dr L'Herminier         1900
                                                                                                                                                                                                                                                                                                              Un cas de maladie de parkinson. Essai Étiologique et pathogénique (hôpital maritime de Rochefort), par le Dr Titi         1900
                                                                                                                                                                                                                                                                                                                                                                 Note sur l'occupation de Kouang-Tchéou-Wan, par le Dr Recoules         1900
                                                                                                                      Sur le microbe de la peste. Distinction du bacille de Yersin et de Kitasato. - Erreur des recherches de Kitasato. - Spécificité du bacille de Yersin. - Opinion de Kitasato sur la spécificité du bacille de Yersin. - Similitude du bacille de Kitasato avec le pneumocoque. Par le Dr Tatsusaburo Yabé,         1900
                                                                                                                                                                                                                                                                 Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions. Par le Dr E. Maurel,          1901
                                                                                                                                                                                                                                                                                                                                                                     Abcès du foie et cholerrhagie, par le Dr Lesueur-Florent,          1901
                                                                                                                                                                                                                                                                                                                                    Notes médicales recueillies pendant une campagne dans l'Océan Pacifique, par le Dr Gauran,          1901
                                                                                                                                                                                                                                                                                                                                                                                   Mobilier chirurgical, par le Dr Lassabatie,          1901
                                                                                                                                                                                                                                                                                                                            Étude sur la statistique médicale des différentes puissances maritimes, par le Dr J.-A. Portengen,          1901
                                                                                                                                                                                                                                                                                                   Variétés. / Assistance aux pêcheurs de Terre-Neuve. Campagne du navire-hôpital des oeuvres de mer, le "Saint-Pierre" en 1900         1901
                                                                                                                                                                                                                                                                 Influence des climats et des saisons sur les dépenses de l'organisme chez l'homme. / Fixation de la ration dans ces diverses conditions, par le Dr E. Maurel,          1901
                                                                                                                                                                                                                                                                                                                                                                                   La peste à Smyrne en 1900, par le Dr Torel,          1901
                                                                                                                                                                                                                                                                                                                  Notes médicales recueillies pendant une campagne dans la Manche et la mer du Nord (1900), par le Dr Aurégan,          1901
                                                                                                                                                                                                                                                                                                                                           Kéloïde fibromatode du lobule de l'oreille dans la race nègre, par le Dr le Dantec,          1901
                                                                                                                                                                                                                                                                                Variétés. Statistique médicale de la marine de guerre Austro-Hongroise pour les années 1898 et 1899. Traduction de l'analyse du Dr Okuniewski,          1901
                                                                                                                                                                                                                                                              Variétés. Rapport de la commission royale sur les hôpitaux de l'Afrique du Sud. (D'après The Lancet, du 2 février 1901.). [Dr Bonnafy]. / La Croix Rouge en Chine         1901
                                                                                                                                                                                                                                                                                                                                                          Postes de combat des blessés et passages des blessés, par le Dr Léo,          1901
                                                                                                                                                                                                                                                                                                                                   Note sur la fièvre rémittente climatique à la défense mobile de Bizerte, par le Dr Valmyre,          1901
                                                                                                                                                                                                                                                 Observation sur une contusion du thorax avec déchirures pulmonaires et rupture des artères pulmonaires à la suite d'une explosion de cartouche de dynamite. Par le Dr Paucot,          1901
                                                                                                                                                                                                                                                                                     Rapport médico-chirurgical sur le service de santé pendant les opérations militaires dans le petchili (Juin-Août 1900). Par le Dr Mercié,          1901
                                                                                                                                                                                                                                                                                          Les trypanosomes et leur rôle pathogène. Leçon faite par M. Mesnil, à l'Institut Pasteur, et recueillie par M. le docteur P. Gazeau,          1901
                                                                                                                                                                                                                                                                                                                                                                   Note d'ethnographie sur Quang-Tchéou-Wan, par le Dr Vialet,          1901
                                                                                                                                                                                                                                                                                                                                                   Éducation spéciale des médecins de la marine anglaise, par le Dr Portengen,          1901
                                                                                                                                                                                                                                                                                                                                                      Service de santé de la division navale de Cochinchine, par le Dr Reboul,          1901
                                                                                                                                                                                                                                                                                                                    Note sur quelques modifications apportées à l'examen de la vision dans la marine, par le Dr Salanoue-Ipin,          1901
                                                                                                                                                                                                                                                                                                                                                                         Les résultats de la variolisation, par le Dr H. Gros,          1901
                                                                                                                                                                                         Variétés. Statistique de la marine Néerlandaise pour 1899. [Dr Gros]. / Rapport statistique sur la marine impériale allemande du 1er Avril 1897 au 31 Mars 1899, publié par la direction du service de santé du ministère de la marine         1901
                                                                                                                                                                                                                                                                                                                                Mission hydrographique de l'aviso-transport la Rance à Madagascar (1899-1900), par le Dr Joly,          1901
                                                                                                                                                                                                                                                                                                                                                                                    À propos de l'yerba maté, par le Dr Dedet,          1901
                                                                                                                                                                                                                                                                                                             Quelques considérations sur la nature de la fièvre climatique à propos de cas observé à bord, par le Dr Chastang,          1901
                                                                                                                                                                                                                                                                                                                                                                                                  Alcoolisme. Par le Dr Drago,          1901
                                                                                                                                                                                                                                                                                                                                                   Plaie pénétrante de la poitrine par balle de revolver, par le Dr Machenaud,          1901
                                                                                                                                                                                                                                                                                                                                                                                             Campo-périmètre, par le Dr Piton,          1901
                                                                                                                                                                                                                    Variétés. / Concours sur l'organisation des secours aux victimes des guerres maritimes. [Dr Vincent.]. / Distribution géographique des maladies chirurgicales (Journal of tropical medicine du 15 Mai 1901)         1901
                                                                                                                                                                                                                                                                                                                                      De l'origine des promotions sorties de l'école navale, de 1884 à 1900, par le Dr Gazeau,          1901
                                                                                                                                                                                                                                                                                                                                        Rapport sur l'épidémie de peste à Port-Saïd (Avril-Juillet 1900), par le Dr A. Arbaud,          1901
                                                                                                                                                                                                                                                                                                                                                                  Considérations sur l'hygiène des équipages, par le Dr Ortal,          1901
                                                                                                                                                                                                                                                                                                                                                           Sur la diarrhée expérimentale de suralimentation, par le Dr Maurel,          1901
                                                                                                                                                                                                        Variétés. British medical association (Assemblée annuelle tenue à Portsmouth en Août 1899. Section des maladies tropicales.). [Dr Gros.]. / La fièvre jaune et les moustiques. (Mesures prophylactiques prises à Cuba.)         1901
                                                                                                                                                                                                                                                                                                                                                     Une colonne en casamance (Mars-Mai 1901), par le Dr Palasne de Champeaux,          1901
                                                                                                                                                                                                                                                                                                      Du rôle de la suralimentation dans la production des diarrhées de la saison chaude et des pays chauds, par M. E. Maurel,          1901
                                                                                                                                                                                                                                                                                                                                                                      Le navire-hôpital Américain le relief, par le Dr Bellot,          1901
                                                                                                                                                                                                                                                                                                                                                          Variétés. Statistique de la marine Japonaise pour 1897. [Dr H. Gros.]         1901
                                                                                                                                                                                                                                                                                                     Variétés. Sur la présence endémique en Allemagne de l'hémoglobinurie du boeuf (Fièvre du Texas), par M. le Dr H. Ziemann,          1901
                                                                                                                                                                                                                                       L'acuité visuelle des officiers de la marine de guerre et de la marine marchande. / Nouveau procédé pour la mesurer : 1° Amétropomètre. - 2° Disque optométrique. Par le Dr Le Méhauté,          1901
                                                                                                                                                                                                                                                                                                                                                                                         Du chauffage à bord, par le Dr Drago,          1901
                                                                                                                                                                                                                                                                                                                                                          Notes cliniques recueillies à bord de l'iphigénie, par le Dr Gazeau,          1901
                                                                                                                                                                                                                                                                                                          Traitement des accès de fièvre bilieuse hémoglobinurique par des injections de chlorure de sodium, par le Dr Paucot,          1901
                                                                                                                                                                                                                                                                                                                                                           Désinfection des caisses à eau par le flambage, par le Dr Lasserre,          1901
                                                                                                                                                                                                                                                                                                                                      Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des déserts         1901
                                                                                                                                                                                                                                                                                                                                                                          L'assistance médicale en Algérie, par le Dr H. Gros,          1901
                                                                                                                                                                                                                                                                              Variétés. Statistiques de l'armée des Indes Néerlandaises pour 1898 et 1899. [Dr H. Gros.]. / Pansements tout préparés pour le service de l'avant         1901
                                                                                                                                                                                                                                                                                                 Variétés. Pansements tout préparés pour le service de l'avant. / Secours des blessés pendant le combat dans la marine Anglaise         1901
                                                                                                                                                                                                                                                                                                                                                       Variétés. Secours des blessés pendant le combat dans la marine Anglaise.         1901
                                                                                                                                                                                                                                                                                                                                    Hygiène des bâtiments et des équipages de l'escadre du nord, par le Dr Danguy des Déserts,          1901
                                                                                                                                                                                                                                                                                                                                                                          Notes sur le service de santé à bord, par le Dr Léo,          1901
                                                                                                                                                                                                                                                                                                                                     Une visite aux différentes formations sanitaires installées à Pékin, par le Dr Machenaud,          1901
                                                                                                                                                                                                                                                                                                                                                                                      Notes thérapeutiques, par le Dr H. Gros,          1901
                                                                                                                                                                                                                                                                                                                                    Hygiène des bâtiments et des équipages de l'escadre du Nord, par le Dr Danguy des Déserts,          1902
                                                                                                                                                                                                                                                                                                                            Notes sur les navires-hôpitaux allemands et russes pendant la campagne de Chine, par le Dr Bellet,          1902
                                                                                                                                                                                                                                                                                                                                                                  Médecine et chirurgie indigènes au Tonkin, par le Dr Vialet,          1902
                                                                                                                                                                                                                                                                                                                                                                                 Comment on naît à Madagascar, par le Dr Joly,          1902
                                                                                                                                                                                                                                                                                                                                                          Un cas de paralysie spinale syphilitique d'Erb, par le Dr Abbatucci,          1902
                                                                                                                                                                                                                                              Variétés. / Service médical dans les colonies de la couronne et les protectorats en Angleterre. Traduit de l'anglais. (The Journal of tropical medicine, 2 décembre 1901, p. 400)         1902
                                                                                                                                                                                                                                                                                                                                                                        Pêcheurs de Terre-Neuve en 1901. Par M. le Dr Glérant,          1902
                                                                                                                                                                                                                                                                                                                              Contribution à la géographie médicale du territoire contesté franco-brésilien, par le Dr Mathis,          1902
                                                                                                                                                                                                                                                                                                                     Notes sur quelques cas d'une fièvre « indéterminée » observée sur les côtes de Chine, par le Dr Rousseau,          1902
                                                                                                                                                                                                                                                                                                                                                                                       Variétés. / Service de santé en campagne         1902
                                                                                                                                                                                                                                                                                                                                         Rapport médical sur le corps expéditionnaire de Chine (1900-1901), par MM. Jacquemin,          1902
                                                                                                                                                                                                                                                                                                                                  Variétés. / Le projet d'augmentation de la flotte allemande et le corps de santé de la marine         1902
                                                                                                                                                                                                                                                                                                                                                              Le croiseur-école d'application le Duguay-Trouin, par le Dr Jan,          1902
                                                                                                                                                                                                                                                Contribution à l'hygiène navale. Utilisation de la vapeur d'eau pour la chasse des produits ocreux dans les caisses et dans le tuyautage à eau distillée, par le Dr Guézennec,          1902
                                                                                                                                                                                                                                                                                                                              Sur un cas d'Escarres consécutives à un traumatisme de la colonne vertébrale, par le Dr Laurent,          1902
                                                                                                                                                                                                                                                                                 Variétés. Le paludisme dans la campagne romaine. [Bavayi.]. / xive congrès international de médecine qui se tiendra à Madrid, 23-30 avril 1903         1902
                                                                                                                                                                                                                                                                                                                                                         Notes médicales sur le poste de Moncay (Tonkin), par le Dr Abbatucci,          1902
                                                                                                                                                                                                                                                                                                       Étude hygiénique du dépôt de convalescents des troupes coloniales de l'île de Porquerolles, par le Dr Astius Castellan,          1902
                                                                                                                                                                                                                                                                                                                                                                                       Hygiène capillaire, par le Dr Couteaud,          1902
                                                                                                                                                                                                                                                                                                                                                 Service de santé de la Direction du port de Ching-Wan-Tao, par le Dr Creignon,         1902
                                                                                                                                                                                                                                                                                                                                                               De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang,         1902
                                                                                                                                                                                                                                                                                                                                                               De l'origine toxi-alimentaire du scorbut, par le Dr L. Chastang,         1902
                                                                                                                                                                                                                                                                                                                                Deux paralysies du bras causées l'une par le paludisme, l'autre par le plomb, par le Dr Barbe,          1902
                                                                                                                                                                                                                                                                                                                                                                        Hygiène des cheveux et de la barbe, par le Dr Laugier,          1902
                                                                                                                                                                                                                                                                                                                                             Variétés / Une visite à l'hôpital militaire d'Hiroshima (Japon), par le Dr Pfihl,          1902
                                                                                                                                     Les enseignements d'une statistique / Le diagnostic du paludisme et de quelques autres maladies sous les tropiques. La distribution géographique de quelques maladies cosmopolites d'après les statistiques médicales de l'armée des Indes néerlandaises de 1897 à 1899, par le Dr H. Gros         1902
                                                                                                                                                                                                                                                                                                                                                                        Du kyste hématique épididymaire, par le Dr A. Valence,          1902
                                                                                                                                                                                                                                                                                                                                                                      Intoxication quinique anodine, par le Dr L.-E. Bertrand,          1902
                                                                                                                                                                                                                                                    Hépatite suppurée. Note sur les méthodes des chirurgiens anglais de l'hôpital de Shang-Haï (Méthode de stromeyer-little; de Henderson-Neil Mac-Leod), par le Dr Moulinier,          1902
                                                                                                                                                                                                                                                                                                                                                   Projet d'un sac-ambulance, par le Dr Duclot,  / Composition du sac-ambulance         1902
                                                                                                                                                                                                                                     Projet d'un sac-ambulance, par le Dr Duclot,  / Sections à pourvoir de sacs-ambulance / Variétés / Septième conférence internationale de la Croix-Rouge, tenue à Saint-Pétersbourg en 1902         1902
                                                                                                                                                                                                                                                     Défense de la méditerranée contre le pèlerinage de la Mecque. Organisation sanitaire du Maroc, par le Dr Torel,  / État actuel du Maroc. Absence de toute notion d'hygiène         1902
